datetime,open,close,high,low,volume,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
2018-01-03 16:00:00,876.0,917.64,945.0,859.84,16569.8271,14840119.9154683,23858,8867.71279,7938381.0577543
2018-01-03 20:00:00,917.64,934.03,950.01,904.04,12979.12916,12058331.7360205,18072,6750.1555,6263304.6484791
2018-01-04 00:00:00,934.03,927.57,935.19,900.02,13290.75778,12242576.9375852,18649,5829.00948,5371928.3111332
2018-01-04 04:00:00,927.18,938.29,945.0,917.03,11534.09014,10769675.2341456,15181,5830.38596,5447085.5938607
2018-01-04 08:00:00,936.81,949.99,949.99,890.01,19592.0857,18108089.8802114,22573,11044.9236,10210331.3587453
2018-01-04 12:00:00,949.99,989.95,1009.72,919.5,24304.07256,23633717.008008,30028,14841.67948,14459777.6460511
2018-01-04 16:00:00,989.95,951.0,998.0,945.0,19056.87628,18713453.2574172,22952,12191.59911,11995390.1276481
2018-01-04 20:00:00,951.0,940.0,975.0,910.0,15116.59138,14272574.2729383,23250,6760.06266,6387174.7354463
2018-01-05 00:00:00,940.0,1003.01,1004.37,930.1,16021.62237,15650263.0742621,22044,8525.86936,8335165.8822925
2018-01-05 04:00:00,1003.01,1030.0,1045.0,1000.0,16918.14479,17206669.113411,21081,9214.05696,9379976.5116937
2018-01-05 08:00:00,1029.12,995.98,1030.0,970.96,20181.22733,20130001.6021249,24868,8902.35836,8886532.0190046
2018-01-05 12:00:00,995.9,981.5,999.99,974.0,14520.13088,14301330.4492281,17095,7139.67373,7034146.7019127
2018-01-05 16:00:00,981.11,970.8,988.29,931.0,16282.63811,15650748.1044358,21360,6581.16889,6331833.4323266
2018-01-05 20:00:00,970.81,959.3,987.0,930.0,13450.25282,12800889.1325575,17990,5839.40986,5571280.4665634
2018-01-06 00:00:00,958.0,962.61,985.0,950.0,15815.24063,15284081.6894511,20874,7240.50811,7002817.1240192
2018-01-06 04:00:00,962.68,992.02,999.7,956.19,10995.07248,10823937.8877397,12178,6010.90074,5921938.3383224
2018-01-06 08:00:00,993.73,998.0,1005.0,991.21,10948.52065,10936647.6314309,12776,6440.48489,6435594.2419947
2018-01-06 12:00:00,1001.73,1007.52,1010.0,980.0,15712.4248,15624153.3795554,17803,8002.37445,7966774.1537741
2018-01-06 16:00:00,1007.52,1011.05,1017.56,986.0,10584.66666,10618403.6841702,15669,5659.80052,5683025.2014973
2018-01-06 20:00:00,1011.5,1004.11,1013.76,989.25,7898.35373,7908828.0683206,12385,4070.36302,4078960.9034862
2018-01-07 00:00:00,1003.71,1057.36,1059.47,999.9,11405.41503,11641417.4240367,14734,5943.10862,6079237.9805041
2018-01-07 04:00:00,1058.99,1085.77,1095.9,1038.34,13597.7149,14548377.8370356,18059,7082.3778,7578239.4182469
2018-01-07 08:00:00,1085.77,1080.2,1094.88,1073.0,8595.26962,9330376.6869187,11338,4139.31608,4495003.480214
2018-01-07 12:00:00,1081.27,1097.48,1099.0,1064.1,9849.93374,10642834.4533243,13348,5557.91284,6007119.6020446
2018-01-07 16:00:00,1097.48,1100.95,1116.24,1068.0,14205.95898,15581870.7758573,20209,7745.93284,8497661.0761043
2018-01-07 20:00:00,1100.95,1123.09,1125.0,1080.38,7624.5273,8382067.9963928,11504,4380.39277,4818880.0823631
