Trade_ID,Direction,Entry_Time,Exit_Time,Hold_Bars,Entry_Price,Exit_Price,Exit_Reason,PnL_Percent,MFE_Percent
219,Long,2024-12-18 14:00:00,2024-12-18 15:00:00,1,104428.54,104199.62,Fast_MA_Exit,-0.2192,0.0
220,Long,2025-01-06 15:00:00,2025-01-06 23:00:00,8,102158.67,102042.46,Time_Exit,-0.1138,0.0753
221,Long,2025-01-16 14:00:00,2025-01-16 15:00:00,1,99296.17,99346.39,Fast_MA_Exit,0.0506,0.0506
222,Long,2025-01-18 05:00:00,2025-01-18 06:00:00,1,103440.39,102821.75,Fast_MA_Exit,-0.5981,0.0
223,Long,2025-01-18 16:00:00,2025-01-19 00:00:00,8,103826.16,104486.83,Time_Exit,0.6363,0.7032
224,Long,2025-01-20 12:00:00,2025-01-20 13:00:00,1,107956.31,107866.65,Signal_Exit,-0.0831,0.0
225,Long,2025-01-20 15:00:00,2025-01-20 16:00:00,1,106670.38,102963.32,Fast_MA_Exit,-3.4753,0.0
226,Long,2025-01-20 21:00:00,2025-01-20 22:00:00,1,103608.0,102260.01,Fast_MA_Exit,-1.3011,0.0
227,Long,2025-01-21 14:00:00,2025-01-22 06:00:00,16,103943.0,105084.77,Fast_MA_Exit,1.0985,2.9712
228,Long,2025-03-03 00:00:00,2025-03-03 02:00:00,2,93084.64,92709.98,Signal_Exit,-0.4025,0.251
229,Long,2025-03-03 06:00:00,2025-03-03 07:00:00,1,92363.58,91477.54,Fast_MA_Exit,-0.9593,0.0
230,Long,2025-03-03 14:00:00,2025-03-03 15:00:00,1,90035.37,90154.0,Fast_MA_Exit,0.1318,0.1318
231,Long,2025-03-03 17:00:00,2025-03-03 18:00:00,1,87132.8,85606.0,Fast_MA_Exit,-1.7523,0.0
232,Long,2025-03-03 21:00:00,2025-03-03 22:00:00,1,86650.96,86220.61,Fast_MA_Exit,-0.4966,0.0
233,Long,2025-03-04 20:00:00,2025-03-05 01:00:00,5,87517.49,87466.55,Signal_Exit,-0.0582,0.1435
234,Long,2025-03-05 03:00:00,2025-03-05 06:00:00,3,86915.94,87619.49,Signal_Exit,0.8095,0.8095
235,Long,2025-03-05 14:00:00,2025-03-06 11:00:00,21,88344.25,90102.02,Trailing_Stop,1.9897,4.9734
236,Long,2025-03-06 13:00:00,2025-03-06 14:00:00,1,89803.99,90820.69,Fast_MA_Exit,1.1321,1.1321
237,Long,2025-04-02 20:00:00,2025-04-02 21:00:00,1,84855.99,82821.59,SL_Hit,-2.3975,0.0
238,Long,2025-04-10 13:00:00,2025-04-10 14:00:00,1,81272.19,78757.0,SL_Hit,-3.0948,0.0
239,Long,2025-04-13 13:00:00,2025-04-13 14:00:00,1,84093.22,83849.66,Fast_MA_Exit,-0.2896,0.0
240,Long,2025-04-21 02:00:00,2025-04-21 10:00:00,8,87205.56,86971.92,Time_Exit,-0.2679,0.4171
241,Long,2025-04-23 01:00:00,2025-04-23 04:00:00,3,92868.77,93478.42,Signal_Exit,0.6565,0.8584
242,Long,2025-04-23 13:00:00,2025-04-23 17:00:00,4,92940.06,93620.89,Signal_Exit,0.7325,1.0268
243,Long,2025-04-24 03:00:00,2025-04-24 04:00:00,1,92746.66,92576.61,Fast_MA_Exit,-0.1833,0.0
244,Long,2025-04-24 06:00:00,2025-04-24 07:00:00,1,92203.55,92017.75,Fast_MA_Exit,-0.2015,0.0
245,Long,2025-05-01 16:00:00,2025-05-02 00:00:00,8,96794.17,96970.4,Time_Exit,0.1821,0.257
246,Long,2025-05-08 15:00:00,2025-05-08 16:00:00,1,101276.49,101027.13,Signal_Exit,-0.2462,0.0
247,Long,2025-05-09 03:00:00,2025-05-09 05:00:00,2,102828.0,103230.11,Signal_Exit,0.3911,0.3911
248,Long,2025-05-11 05:00:00,2025-05-11 06:00:00,1,103864.52,103385.47,Fast_MA_Exit,-0.4612,0.0
249,Long,2025-05-11 13:00:00,2025-05-11 15:00:00,2,104160.0,103984.13,Fast_MA_Exit,-0.1688,0.0
250,Long,2025-05-18 17:00:00,2025-05-18 18:00:00,1,104498.0,103883.97,Fast_MA_Exit,-0.5876,0.0
251,Long,2025-05-19 00:00:00,2025-05-19 02:00:00,2,105059.97,103605.88,SL_Hit,-1.3841,0.0
252,Long,2025-05-23 15:00:00,2025-05-23 16:00:00,1,109068.87,109413.03,Fast_MA_Exit,0.3155,0.3155
253,Long,2025-05-23 18:00:00,2025-05-23 19:00:00,1,108716.07,108236.53,Fast_MA_Exit,-0.4411,0.0
254,Long,2025-05-23 21:00:00,2025-05-23 22:00:00,1,107797.37,107318.3,Fast_MA_Exit,-0.4444,0.0
255,Long,2025-05-24 01:00:00,2025-05-24 02:00:00,1,107803.84,108366.3,Fast_MA_Exit,0.5217,0.5217
256,Long,2025-05-24 07:00:00,2025-05-24 08:00:00,1,108251.23,108161.69,Fast_MA_Exit,-0.0827,0.0
257,Long,2025-05-24 12:00:00,2025-05-24 20:00:00,8,108590.29,108818.18,Time_Exit,0.2099,0.3752
258,Long,2025-05-25 21:00:00,2025-05-26 00:00:00,3,109166.0,109545.46,Signal_Exit,0.3476,0.3476
259,Long,2025-06-09 13:00:00,2025-06-09 14:00:00,1,107610.33,107635.91,Signal_Exit,0.0238,0.0238
260,Long,2025-06-10 00:00:00,2025-06-10 06:00:00,6,109788.57,109205.14,Signal_Exit,-0.5314,0.0
261,Long,2025-06-10 14:00:00,2025-06-10 15:00:00,1,109015.42,108720.61,Fast_MA_Exit,-0.2704,0.0
262,Long,2025-06-16 22:00:00,2025-06-16 23:00:00,1,106794.53,107238.63,Fast_MA_Exit,0.4158,0.4158
263,Long,2025-06-17 09:00:00,2025-06-17 10:00:00,1,105956.01,105641.47,Fast_MA_Exit,-0.2969,0.0
264,Long,2025-06-25 15:00:00,2025-06-25 20:00:00,5,107139.81,107569.67,Signal_Exit,0.4012,0.5986
265,Long,2025-07-02 20:00:00,2025-07-03 04:00:00,8,109441.8,109340.37,Time_Exit,-0.0927,0.0
266,Long,2025-07-10 21:00:00,2025-07-11 08:00:00,11,116008.38,118470.34,TP_Hit,2.1222,2.1222
267,Long,2025-07-10 21:00:00,2025-07-11 14:00:00,17,116008.38,116902.59,Trailing_Stop,0.7708,2.1222
268,Long,2025-07-13 21:00:00,2025-07-14 02:00:00,5,118520.01,120750.24,TP_Hit,1.8817,1.8817
269,Long,2025-07-13 21:00:00,2025-07-14 10:00:00,13,118520.01,121467.24,Trailing_Stop,2.4867,3.5572
270,Long,2025-07-14 14:00:00,2025-07-14 15:00:00,1,119878.23,120268.87,Fast_MA_Exit,0.3259,0.3259
271,Long,2025-07-15 00:00:00,2025-07-15 01:00:00,1,118431.71,118251.05,Fast_MA_Exit,-0.1525,0.0
272,Long,2025-07-16 22:00:00,2025-07-17 00:00:00,2,118630.43,118149.7,Fast_MA_Exit,-0.4052,0.2225
273,Long,2025-07-28 18:00:00,2025-07-28 19:00:00,1,118068.73,118044.93,Fast_MA_Exit,-0.0202,0.0
274,Long,2025-08-06 04:00:00,2025-08-06 12:00:00,8,114148.01,114270.09,Time_Exit,0.107,0.107
275,Long,2025-08-10 05:00:00,2025-08-10 16:00:00,11,118074.24,118520.32,Time_Exit,0.3778,0.6274
276,Long,2025-08-11 02:00:00,2025-08-11 09:00:00,7,121728.99,121184.84,Trailing_Stop,-0.447,0.4696
277,Long,2025-08-12 03:00:00,2025-08-12 04:00:00,1,119067.97,118819.99,Fast_MA_Exit,-0.2083,0.0
278,Long,2025-08-12 09:00:00,2025-08-12 10:00:00,1,118449.99,118522.22,Fast_MA_Exit,0.061,0.061
279,Long,2025-08-14 04:00:00,2025-08-14 05:00:00,1,122134.76,121771.27,Fast_MA_Exit,-0.2976,0.0
280,Long,2025-08-22 16:00:00,2025-08-22 20:00:00,4,117024.0,117028.27,Signal_Exit,0.0037,0.0245
281,Long,2025-09-05 12:00:00,2025-09-05 13:00:00,1,113084.16,110569.99,SL_Hit,-2.2233,0.0
282,Long,2025-09-29 02:00:00,2025-09-29 10:00:00,8,111857.51,112100.0,Time_Exit,0.2168,0.2265
283,Long,2025-09-29 14:00:00,2025-09-29 19:00:00,5,113815.57,114258.29,Signal_Exit,0.389,0.3954
284,Long,2025-09-30 15:00:00,2025-09-30 16:00:00,1,112841.24,113246.11,Fast_MA_Exit,0.3588,0.3588
285,Long,2025-09-30 22:00:00,2025-10-01 05:00:00,7,114048.93,114256.81,Signal_Exit,0.1823,0.4567
286,Long,2025-10-01 17:00:00,2025-10-01 18:00:00,1,117234.01,117439.53,Signal_Exit,0.1753,0.1753
287,Long,2025-10-02 00:00:00,2025-10-02 02:00:00,2,118617.37,118733.99,Signal_Exit,0.0983,0.115
288,Long,2025-10-03 16:00:00,2025-10-04 00:00:00,8,122073.25,121865.21,Time_Exit,-0.1704,0.4815
289,Long,2025-10-04 17:00:00,2025-10-04 18:00:00,1,121574.66,121959.25,Fast_MA_Exit,0.3163,0.3163
290,Long,2025-10-05 06:00:00,2025-10-05 08:00:00,2,124713.63,123020.5,SL_Hit,-1.3576,0.0
291,Long,2025-10-05 10:00:00,2025-10-05 11:00:00,1,123464.64,123085.88,Fast_MA_Exit,-0.3068,0.0
292,Long,2025-10-06 17:00:00,2025-10-06 22:00:00,5,126011.18,124658.54,SL_Hit,-1.0734,0.0
293,Long,2025-10-21 16:00:00,2025-10-21 21:00:00,5,111973.42,109066.98,SL_Hit,-2.5957,0.0153
294,Long,2025-12-04 01:00:00,2025-12-04 04:00:00,3,93943.24,92979.25,Fast_MA_Exit,-1.0261,0.0
295,Long,2025-12-09 18:00:00,2025-12-09 23:00:00,5,93800.83,92130.81,SL_Hit,-1.7804,0.0
296,Long,2025-12-18 15:00:00,2025-12-18 16:00:00,1,88014.0,86483.56,SL_Hit,-1.7389,0.0
297,Long,2025-12-22 15:00:00,2025-12-22 17:00:00,2,89550.0,89150.04,Fast_MA_Exit,-0.4466,0.0
298,Long,2025-12-29 07:00:00,2025-12-29 08:00:00,1,89555.1,88100.05,SL_Hit,-1.6248,0.0
299,Long,2026-01-02 13:00:00,2026-01-02 22:00:00,9,89580.0,89995.13,Time_Exit,0.4634,0.8886
300,Long,2026-01-13 21:00:00,2026-01-14 03:00:00,6,95757.21,95245.16,Signal_Exit,-0.5347,0.0
301,Long,2026-01-14 17:00:00,2026-01-15 01:00:00,8,96806.55,96339.91,Trailing_Stop,-0.482,0.8767
302,Long,2026-01-15 14:00:00,2026-01-15 15:00:00,1,96737.04,96738.51,Signal_Exit,0.0015,0.0015
303,Long,2026-01-15 18:00:00,2026-01-15 19:00:00,1,95516.01,95260.67,Fast_MA_Exit,-0.2673,0.0
304,Long,2026-01-15 22:00:00,2026-01-15 23:00:00,1,95604.8,95633.5,Fast_MA_Exit,0.03,0.03
305,Long,2026-01-16 02:00:00,2026-01-16 03:00:00,1,95354.69,95261.29,Fast_MA_Exit,-0.0979,0.0
306,Long,2026-01-16 10:00:00,2026-01-16 11:00:00,1,95429.09,95458.55,Fast_MA_Exit,0.0309,0.0309
307,Long,2026-01-16 13:00:00,2026-01-16 14:00:00,1,95192.36,94585.98,Fast_MA_Exit,-0.637,0.0
308,Long,2026-03-05 17:00:00,2026-03-05 18:00:00,1,70990.65,70918.07,Fast_MA_Exit,-0.1022,0.0
309,Long,2026-03-13 14:00:00,2026-03-13 16:00:00,2,71831.46,71037.93,Fast_MA_Exit,-1.1047,0.0753
310,Long,2026-04-12 04:00:00,2026-04-12 05:00:00,1,71710.2,71668.01,Fast_MA_Exit,-0.0588,0.0
311,Long,2026-04-14 14:00:00,2026-04-14 17:00:00,3,75317.07,74093.19,SL_Hit,-1.625,0.0
312,Long,2026-04-14 23:00:00,2026-04-15 01:00:00,2,74568.36,74322.0,Fast_MA_Exit,-0.3304,0.0602
313,Long,2026-04-15 04:00:00,2026-04-15 05:00:00,1,74021.5,73891.62,Fast_MA_Exit,-0.1755,0.0
314,Long,2026-04-15 07:00:00,2026-04-15 08:00:00,1,74110.51,74011.69,Fast_MA_Exit,-0.1333,0.0
315,Long,2026-04-17 16:00:00,2026-04-18 00:00:00,8,77520.59,77218.07,Time_Exit,-0.3902,0.0
316,Long,2026-04-18 19:00:00,2026-04-18 20:00:00,1,75754.78,75821.34,Fast_MA_Exit,0.0879,0.0879
317,Long,2026-04-19 01:00:00,2026-04-19 02:00:00,1,75496.0,75515.77,Fast_MA_Exit,0.0262,0.0262
318,Long,2026-04-22 16:00:00,2026-04-22 18:00:00,2,78900.0,78846.62,Signal_Exit,-0.0677,0.1551
319,Long,2026-04-22 23:00:00,2026-04-23 00:00:00,1,78424.29,78359.23,Fast_MA_Exit,-0.083,0.0
320,Long,2026-04-23 08:00:00,2026-04-23 09:00:00,1,77655.34,77403.63,Fast_MA_Exit,-0.3241,0.0
321,Long,2026-05-01 15:00:00,2026-05-01 23:00:00,8,78214.36,78341.75,Time_Exit,0.1629,0.4329
322,Long,2026-05-06 13:00:00,2026-05-06 15:00:00,2,81526.73,81630.94,Signal_Exit,0.1278,0.2177
323,Long,2026-05-11 02:00:00,2026-05-11 03:00:00,1,80736.01,80824.61,Fast_MA_Exit,0.1097,0.1097
324,Long,2026-05-12 23:00:00,2026-05-13 04:00:00,5,80718.0,81019.99,Signal_Exit,0.3741,0.6591
325,Long,2026-05-14 18:00:00,2026-05-15 02:00:00,8,81419.74,81059.15,Time_Exit,-0.4429,0.1215
